id,카테고리,활동,시설명,섬,주소,전화번호,홈페이지,출처,검색링크
307,육상,캠핑,글램조이,강화도,인천광역시 강화군 해안서로 689,032-937-6890,http://www.glamjoi.com/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EA%B8%80%EB%9E%A8%EC%A1%B0%EC%9D%B4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
310,육상,캠핑,노을캠핑장,강화도,인천광역시 강화군 양도면 해안서로 695,010-5223-4540,https://www.camfit.co.kr/camp/6141694509e481001eb583d6,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%85%B8%EC%9D%84%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
311,육상,캠핑,더숲캠핑장,강화도,인천광역시 강화군 길상면 보리고개로 187-5,010-2409-0815,,강화군청 야영장목록(더숲관광농원캠핑장),https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%8D%94%EC%88%B2%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
313,육상,캠핑,렛츠고 강화캠핑,강화도,인천광역시 강화군 화도면 동녘말길 238-13,010-4802-8793,https://www.instagram.com/letsgo_ganghwacamping/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%A0%9B%EC%B8%A0%EA%B3%A0%20%EA%B0%95%ED%99%94%EC%BA%A0%ED%95%91%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
314,육상,캠핑,바다다 캠핑장,강화도,인천광역시 강화군 화도면 내리 2146-2,010-7446-0844,http://badadacamp.co.kr/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%B0%94%EB%8B%A4%EB%8B%A4%20%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
315,육상,캠핑,바다로글램핑,강화도,인천광역시 강화군 화도면 해안남로 2421-228,010-8247-3438,http://badarocamping.com,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%B0%94%EB%8B%A4%EB%A1%9C%EA%B8%80%EB%9E%A8%ED%95%91%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
316,육상,캠핑,바다캠핑장,강화도,인천광역시 강화군 화도면 해안남로 2355-7,032-937-3485,http://www.xn--939a42kurip4ljpixnkywb.com/,강화군청 야영장목록(강화바다관광농원),https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%B0%94%EB%8B%A4%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
319,육상,캠핑,스톤캠핑장,강화도,인천광역시 강화군 하점면 고려산로377번길 31,0507-1485-6330,https://www.camfit.co.kr/camp/616c28bbb0e0a1001e5722c1,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%8A%A4%ED%86%A4%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
321,육상,캠핑,씨사이드힐캠핑장,강화도,인천광역시 강화군 화도면 해안남로 2680-12,010-5338-3133,https://www.instagram.com/seaside__hill,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%94%A8%EC%82%AC%EC%9D%B4%EB%93%9C%ED%9E%90%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
322,육상,캠핑,아르보리아 캠핑장,강화도,인천광역시 강화군 길상면 장흥로101번길 65,010-2334-2002,https://www.camfit.co.kr/camp/6179fe910b812b001eb57bfa,강화군청 야영장목록(아르보리아파크캠핑장),https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%95%84%EB%A5%B4%EB%B3%B4%EB%A6%AC%EC%95%84%20%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
323,육상,캠핑,오크힐글램핑,강화도,인천광역시 강화군 화도면 해안남로1998번길 8-28,010-8095-7372,http://www.오크힐글램핑.com,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%98%A4%ED%81%AC%ED%9E%90%EA%B8%80%EB%9E%A8%ED%95%91%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
328,육상,트레킹,정족산 삼랑성 트레킹,강화도,인천광역시 강화군 길상면 온수리,032-930-3124,,강화군 관광과,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%A0%95%EC%A1%B1%EC%82%B0%20%EC%82%BC%EB%9E%91%EC%84%B1%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
329,육상,캠핑,쥬라기카라반,강화도,인천광역시 강화군 길상면 해안남로 627-5,010-7206-4566,http://쥬라기카라반.com/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%A5%AC%EB%9D%BC%EA%B8%B0%EC%B9%B4%EB%9D%BC%EB%B0%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
330,육상,캠핑,크로바캠핑장,강화도,인천광역시 강화군 길상면 해안남로 497-4,,,관광공사(크로바캠핑장),https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%ED%81%AC%EB%A1%9C%EB%B0%94%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
331,육상,캠핑,프랭클리 글램핑,강화도,인천광역시 강화군 선원면 시리미로237번길 32,032-933-0118,https://www.instagram.com/frankly_coffee_/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%ED%94%84%EB%9E%AD%ED%81%B4%EB%A6%AC%20%EA%B8%80%EB%9E%A8%ED%95%91%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
332,육상,캠핑,하랑캠핑장,강화도,인천광역시 강화군 내가면 고천리 1259-14번지,032-934-1300,https://cafe.naver.com/harangcamping/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%ED%95%98%EB%9E%91%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
333,육상,캠핑,함허동천야영장,강화도,인천광역시 강화군 화도면 해안남로1196번길 38,032-930-7066,https://www.ghss.or.kr/ttreserve/conts/faclCamp.do,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%ED%95%A8%ED%97%88%EB%8F%99%EC%B2%9C%EC%95%BC%EC%98%81%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
334,육상,캠핑,행복한 소풍캠핑장,강화도,인천광역시 강화군 화도면 마니산로 902-15,010-6297-1201,https://www.camfit.co.kr/camp/62a192a8dd1ac5001fda9b5a,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%ED%96%89%EB%B3%B5%ED%95%9C%20%EC%86%8C%ED%92%8D%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
336,육상,트레킹,교동 화개산 트레킹 코스,교동도,인천광역시 강화군 교동면,032-930-3124,,강화군 관광과,https://search.naver.com/search.naver?query=%EA%B5%90%EB%8F%99%EB%8F%84%20%EA%B5%90%EB%8F%99%20%ED%99%94%EA%B0%9C%EC%82%B0%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
339,육상,백패킹,개머리언덕,굴업도,인천광역시 옹진군 덕적면 굴업리,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EA%B5%B4%EC%97%85%EB%8F%84%20%EA%B0%9C%EB%A8%B8%EB%A6%AC%EC%96%B8%EB%8D%95%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
340,육상,트레킹,굴업도 웰니스 코스,굴업도,인천광역시 옹진군 굴업로 39,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EA%B5%B4%EC%97%85%EB%8F%84%20%EA%B5%B4%EC%97%85%EB%8F%84%20%EC%9B%B0%EB%8B%88%EC%8A%A4%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
344,육상,트레킹,부아산 트레킹 코스,대이작도,인천광역시 옹진군 자월면 이작리,032-899-2114,,관할 자월면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%8C%80%EC%9D%B4%EC%9E%91%EB%8F%84%20%EB%B6%80%EC%95%84%EC%82%B0%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
349,육상,트레킹,서풍받이 트레킹 코스,대청도,인천광역시 옹진군 대청면,032-899-3610,,관할 대청면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%8C%80%EC%B2%AD%EB%8F%84%20%EC%84%9C%ED%92%8D%EB%B0%9B%EC%9D%B4%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
353,육상,트레킹,비조봉 등산 코스,덕적도,인천광역시 옹진군 덕적면 진리,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%8D%95%EC%A0%81%EB%8F%84%20%EB%B9%84%EC%A1%B0%EB%B4%89%20%EB%93%B1%EC%82%B0%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
355,육상,캠핑,서포리해수욕장 오토캠핑장,덕적도,인천광역시 옹진군 덕적면 서포리,,,,https://search.naver.com/search.naver?query=%EB%8D%95%EC%A0%81%EB%8F%84%20%EC%84%9C%ED%8F%AC%EB%A6%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
356,육상,트레킹,무의도 국사봉,무의도,인천광역시 영종구 무의동,032-760-7770,,관할 영종구(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%EB%AC%B4%EC%9D%98%EB%8F%84%20%EA%B5%AD%EC%82%AC%EB%B4%89%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
358,육상,트레킹,무의바다누리길,무의도,인천광역시 영종구 무의동,032-760-7774,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=ITD21122814190216582,관광공사(무의바다누리길),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%EB%AC%B4%EC%9D%98%EB%B0%94%EB%8B%A4%EB%88%84%EB%A6%AC%EA%B8%B8%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
362,육상,트레킹,호룡곡산 트레킹 코스,무의도,인천광역시 영종구 대무의로 464,032-760-7770,,관할 영종구(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%ED%98%B8%EB%A3%A1%EA%B3%A1%EC%82%B0%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
363,육상,트레킹,깃대봉 트레킹 코스,문갑도,인천광역시 옹진군 덕적면 문갑리,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%AC%B8%EA%B0%91%EB%8F%84%20%EA%B9%83%EB%8C%80%EB%B4%89%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
365,육상,캠핑,한월리해변 야영장,문갑도,인천광역시 옹진군 덕적면 문갑리,,,,https://search.naver.com/search.naver?query=%EB%AC%B8%EA%B0%91%EB%8F%84%20%ED%95%9C%EC%9B%94%EB%A6%AC%ED%95%B4%EB%B3%80%20%EC%95%BC%EC%98%81%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
367,육상,트레킹,두무진 트레킹 코스,백령도,인천광역시 옹진군 백령면 연화리,032-899-3510,,관할 백령면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%B0%B1%EB%A0%B9%EB%8F%84%20%EB%91%90%EB%AC%B4%EC%A7%84%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
371,육상,캠핑,돌담캠핑가든,석모도,인천광역시 강화군 삼산북로 397-1,010-8445-5373,http://xn--o39aw5krsar7ax30fxni.com/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EC%84%9D%EB%AA%A8%EB%8F%84%20%EB%8F%8C%EB%8B%B4%EC%BA%A0%ED%95%91%EA%B0%80%EB%93%A0%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
375,육상,캠핑,원스캠핑장,석모도,인천광역시 강화군 삼산면 삼산남로604번길 37,010-6408-9365,http://www.wonscamp.co.kr/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EC%84%9D%EB%AA%A8%EB%8F%84%20%EC%9B%90%EC%8A%A4%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
377,육상,트레킹,해명산 트레킹 코스,석모도,인천광역시 강화군 삼산면 석포리 산 185,032-930-3124,,강화군 관광과,https://search.naver.com/search.naver?query=%EC%84%9D%EB%AA%A8%EB%8F%84%20%ED%95%B4%EB%AA%85%EC%82%B0%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%BD%94%EC%8A%A4%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
378,육상,캠핑,헬로 카라반,석모도,인천광역시 강화군 삼산면 어류정길198번길 8,010-4394-7100,http://hellocaravane.co.kr/default/,강화군청 야영장목록,https://search.naver.com/search.naver?query=%EC%84%9D%EB%AA%A8%EB%8F%84%20%ED%97%AC%EB%A1%9C%20%EC%B9%B4%EB%9D%BC%EB%B0%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
379,육상,캠핑,떼뿌루야영장,소야도,인천광역시 옹진군 덕적면 소야리,,,,https://search.naver.com/search.naver?query=%EC%86%8C%EC%95%BC%EB%8F%84%20%EB%96%BC%EB%BF%8C%EB%A3%A8%EC%95%BC%EC%98%81%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
386,육상,자전거,신·시·모도 자전거길,신도·시도·모도,인천광역시 옹진군 북도면,032-899-3414,,관할 북도면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%8B%A0%EB%8F%84%C2%B7%EC%8B%9C%EB%8F%84%C2%B7%EB%AA%A8%EB%8F%84%20%EC%8B%A0%C2%B7%EC%8B%9C%C2%B7%EB%AA%A8%EB%8F%84%20%EC%9E%90%EC%A0%84%EA%B1%B0%EA%B8%B8%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
390,육상,캠핑,락인뜰,영종도,인천광역시 영종구 늘목로 38 (을왕동),,https://blog.naver.com/rockgarden64/221104957204/,관광공사(락인뜰),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EB%9D%BD%EC%9D%B8%EB%9C%B0%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
395,육상,트레킹,백운산전망대,영종도,인천광역시 영종구 운서동 산1-1,032-832-3031,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=APD21112609134178098,관광공사(백운산전망대),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EB%B0%B1%EC%9A%B4%EC%82%B0%EC%A0%84%EB%A7%9D%EB%8C%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
398,육상,캠핑,서해캠핑장,영종도,인천광역시 영종구 용유서로423번길 41 (을왕동),,https://westcamp.imweb.me/index,관광공사(서해캠핑장),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EC%84%9C%ED%95%B4%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
404,육상,캠핑,왕산가족오토캠핑장,영종도,인천광역시 영종구 용유서로423번길 60 (을왕동),,http://wangsanautocamp.com/,관광공사(왕산가족오토캠핑장),https://search.naver.com/search.naver?query=%EC%98%81%EC%A2%85%EB%8F%84%20%EC%99%95%EC%82%B0%EA%B0%80%EC%A1%B1%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
416,육상,캠핑,농어바위캠핑장,영흥도,인천광역시 옹진군 영흥면 영흥서로 420-19,,,관광공사(농어바위캠핑장),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EB%86%8D%EC%96%B4%EB%B0%94%EC%9C%84%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
417,육상,캠핑,명성가족캠핑촌,영흥도,인천광역시 옹진군 영흥면 영흥로722번길 43,,https://www.msgogogo.com/,관광공사(명성가족캠핑촌),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EB%AA%85%EC%84%B1%EA%B0%80%EC%A1%B1%EC%BA%A0%ED%95%91%EC%B4%8C%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
418,육상,캠핑,모모카라반,영흥도,인천광역시 옹진군 영흥면 영흥로757번길 176,,https://momocaravan.com/,관광공사(모모카라반),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EB%AA%A8%EB%AA%A8%EC%B9%B4%EB%9D%BC%EB%B0%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
419,육상,캠핑,블랙트리캠핑,영흥도,인천광역시 옹진군 영흥면 영흥로757번길 234-13,,http://www.blacktreecamping.com/default/index.php,관광공사(블랙트리캠핑),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EB%B8%94%EB%9E%99%ED%8A%B8%EB%A6%AC%EC%BA%A0%ED%95%91%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
420,육상,캠핑,솔바다캠핑장,영흥도,인천광역시 옹진군 영흥면 영흥서로 527-14,,http://www.솔바다캠핑장.kr/,관광공사(솔바다캠핑장),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EC%86%94%EB%B0%94%EB%8B%A4%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
422,육상,자전거,영흥도 국사봉 임도,영흥도,인천광역시 옹진군 영흥면 내리,,,,https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EC%98%81%ED%9D%A5%EB%8F%84%20%EA%B5%AD%EC%82%AC%EB%B4%89%20%EC%9E%84%EB%8F%84%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
424,육상,캠핑,영흥도어울림캠핑장,영흥도,인천광역시 옹진군 영흥면 영흥서로 452-67,,,관광공사(영흥도어울림캠핑장),https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EC%98%81%ED%9D%A5%EB%8F%84%EC%96%B4%EC%9A%B8%EB%A6%BC%EC%BA%A0%ED%95%91%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
427,육상,캠핑,장경리해변야영장,영흥도,인천광역시 옹진군 영흥면 영흥로757번길 6,032-880-0450,http://www.xn--289a88vh9ihpaq9dea.kr/index.php,영흥도 장경리해변야영장,https://search.naver.com/search.naver?query=%EC%98%81%ED%9D%A5%EB%8F%84%20%EC%9E%A5%EA%B2%BD%EB%A6%AC%ED%95%B4%EB%B3%80%EC%95%BC%EC%98%81%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
430,육상,트레킹,자월도 국사봉,자월도,인천광역시 옹진군 자월면 자월리,032-899-2114,,관할 자월면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%9E%90%EC%9B%94%EB%8F%84%20%EC%9E%90%EC%9B%94%EB%8F%84%20%EA%B5%AD%EC%82%AC%EB%B4%89%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
431,육상,캠핑,장골해수욕장 야영장,자월도,인천광역시 옹진군 자월면 자월리,,,,https://search.naver.com/search.naver?query=%EC%9E%90%EC%9B%94%EB%8F%84%20%EC%9E%A5%EA%B3%A8%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EC%95%BC%EC%98%81%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
435,육상,트레킹,장봉도 국사봉 트레킹,장봉도,인천광역시 옹진군 북도면 장봉리,032-899-3414,,관할 북도면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EC%9E%A5%EB%B4%89%EB%8F%84%20%EC%9E%A5%EB%B4%89%EB%8F%84%20%EA%B5%AD%EC%82%AC%EB%B4%89%20%ED%8A%B8%EB%A0%88%ED%82%B9%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
301,해상,갯벌체험,강화도자연체험농장,강화도,,032-930-3124,,강화군 관광과,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EA%B0%95%ED%99%94%EB%8F%84%EC%9E%90%EC%97%B0%EC%B2%B4%ED%97%98%EB%86%8D%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
312,해상,갯벌체험,동막해변 갯벌체험,강화도,인천광역시 강화군 화도면 동막리,032-930-3124,,강화군 관광과,https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EB%8F%99%EB%A7%89%ED%95%B4%EB%B3%80%20%EA%B0%AF%EB%B2%8C%EC%B2%B4%ED%97%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
324,해상,유람선,외포리선착장,강화도,인천광역시 강화군 내가면 해안서로 883,032-932-6619,,관광공사(외포리선착장),https://search.naver.com/search.naver?query=%EA%B0%95%ED%99%94%EB%8F%84%20%EC%99%B8%ED%8F%AC%EB%A6%AC%EC%84%A0%EC%B0%A9%EC%9E%A5%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
342,해상,해안 산책,큰마을해변,굴업도,인천광역시 옹진군 덕적면 굴업리,032-899-2253,,관할 덕적면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EA%B5%B4%EC%97%85%EB%8F%84%20%ED%81%B0%EB%A7%88%EC%9D%84%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
346,해상,해수욕장,작은풀안해변,대이작도,인천광역시 옹진군 자월면 이작리,032-899-2114,,관할 자월면(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%8C%80%EC%9D%B4%EC%9E%91%EB%8F%84%20%EC%9E%91%EC%9D%80%ED%92%80%EC%95%88%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
348,해상,해안 산책,농여해변,대청도,인천광역시 옹진군 대청면,032-899-3610,https://itour.incheon.go.kr/ssst/ssst/detail.do?pgListMode=S&cotId=ITD21122317373945561,관광공사(대청도 농여해변),https://search.naver.com/search.naver?query=%EB%8C%80%EC%B2%AD%EB%8F%84%20%EB%86%8D%EC%97%AC%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
350,해상,해안 산책,옥죽동 해안사구,대청도,인천광역시 옹진군 대청면,032-899-3610,https://itour.incheon.go.kr/ssst/ssst/detail.do?cotId=ITD21122910350447768,관광공사(대청도 옥죽동 해안사구),https://search.naver.com/search.naver?query=%EB%8C%80%EC%B2%AD%EB%8F%84%20%EC%98%A5%EC%A3%BD%EB%8F%99%20%ED%95%B4%EC%95%88%EC%82%AC%EA%B5%AC%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
352,해상,해수욕장,밧지름해변,덕적도,인천광역시 옹진군 덕적면 덕적남로 209-1,032-899-2253,https://www.ongjin.go.kr/open_content/tour/locinfo/seaside.do?act=detail&loc_seq=115,관광공사(밧지름해변),https://search.naver.com/search.naver?query=%EB%8D%95%EC%A0%81%EB%8F%84%20%EB%B0%A7%EC%A7%80%EB%A6%84%ED%95%B4%EB%B3%80%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
357,해상,해안 산책,무의도 해상관광탐방로,무의도,인천광역시 영종구 무의동,032-760-7770,https://isum.incheon.go.kr/isleInfo.do?key=2407020003&isle=200,관광공사(무의도),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%EB%AC%B4%EC%9D%98%EB%8F%84%20%ED%95%B4%EC%83%81%EA%B4%80%EA%B4%91%ED%83%90%EB%B0%A9%EB%A1%9C%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
359,해상,해안 산책,큰무리어촌체험마을,무의도,인천광역시 영종구 대무의로 26-9,032-751-0310,http://xn--oy2b2b23di5xg1bu8mura20tbsn.kr/IC001/index.do,관광공사(큰무리어촌체험마을),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%ED%81%B0%EB%AC%B4%EB%A6%AC%EC%96%B4%EC%B4%8C%EC%B2%B4%ED%97%98%EB%A7%88%EC%9D%84%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
360,해상,해수욕장,하나개해수욕장 갯벌체험,무의도,인천광역시 영종구 무의동,032-760-7770,,관할 영종구(관광공사 안내번호),https://search.naver.com/search.naver?query=%EB%AC%B4%EC%9D%98%EB%8F%84%20%ED%95%98%EB%82%98%EA%B0%9C%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EA%B0%AF%EB%B2%8C%EC%B2%B4%ED%97%98%20%EC%A0%84%ED%99%94%EB%B2%88%ED%98%B8
